SourateID,Sourate,VerseID,Verse
4,JIGÉEN ÑA,40,"Yàlla du tooñ kenn, lu toll ni pepp. Te ku def yiw Mu ful ko, joxe ca pey [yool] gu màgg."
4,JIGÉEN ÑA,41,"Naka mu ? [Bus bis-pénc baa,] ba ñu indi xeet wu nekk ànd ak seede te yaw [Muxammad], ñu indi la bu boobaa nga doon seede ci ñii [waa Màkka] ?"
4,JIGÉEN ÑA,42,"Bis booba, ña weddi woon te toppuñu Yonent bi, danañu ngéeju ñu maasale leen ak suuf si te fekk na Yàlla moom kenn mënu Koo nëbb jenn wax."
4,JIGÉEN ÑA,43,"Éy yéen ñi gëm ! Buleen jege ag julli te fekk ngeen màndi, ba ba ngeen di xam li ngeen di wax, bu ngeen laabul ci sobe it [buleen jëm ci julli] te ame janaba - ndeem fekkuleen ci yoon di tukki – ba ba ngeen di sangu [farata]. Bu ngeen woppee, walla ngeen nekkati ci tukki, mbaa ngeen jóge wanag wa, walla ngeen joteek jigéen ña [sëy] te amuleen ndox [mu mëna jàpp walla sangu], nangeen tiim ci suuf su laab, ngeen raay seen xar-kanam ak seeni yoxo. Yàlla, Baalekat la, Jéggalaakoon la."
4,JIGÉEN ÑA,44,"Moo ndax gisoo ña ñu joxoon lenni Téere ba, ñu jënd ñoom ag réer, ba noppi nag yéen ngeen réere yoon wu jub wa ?"
4,JIGÉEN ÑA,45,"Yàllaa gëna xam seeni noon. Yàlla doy na te mat sëkk kilifa. Yàlla doy na te mat sëkk itam ndimbal."
4,JIGÉEN ÑA,46,"Amna ci Yaxuud yi ñuy firi baat [kàddu] jële leen ca barab ya ñu nekkoon, tey wax naan : " Dégg nañu waaye bañ nañu waay ", ñu naan : " Déggal te kenn du la dégg ", yàq waxin wa [Raaxinaa], ñaawal ko ak bëgga yàq diine. Waaye bu ñu ne woon : " Dégg nañu te nangu nanu ", " Déggal ", te " Xool ñu ", kon mu gën ci ñoom, te mooy la gëna jub. Waaye Yàlla rëbb na leen [sorel yërmaandeem] ña weddi ; ñu néew ci ñoom ñoo gëm."
4,JIGÉEN ÑA,47,"Éy yéen ñi jotoon Téere, gëmleen lii ñu wàcce, di dëggal li ngeen yor, bala ñoo marmaral ay xar-kanam wëlbati leen ñu jëm ginnaaw, walla ñu leen di rëbbu na ñu rëbbe woon ña jalgati woon ca gaawu ba. Ndigalu Yàlla ak mbiram jëfe la sant [du jaas]."
4,JIGÉEN ÑA,48,"Yàlla du baal ku Ko bokkaale dara. Waaye lu moy loolu, Dana ko jéggal ku ko soob. Ka bokkaale Yàlla [ak dara], defna bàkkaar bu rëy."
4,JIGÉEN ÑA,49,"Moo ndax dangaa gisul ña doon sànkoo sellal seen bopp ? Li wér te wóor mooy Yàllaay sellal ku ko soob ; te duleen tooñ [Bis-pénc ba], lu toll ni karnu xooxu tàndarma."
4,JIGÉEN ÑA,50,"Gisal ni ñuy duuralee Yàlla ay fen. Te loolu, doy na bàkkaar te rànniku !"
4,JIGÉEN ÑA,51,"Moo ndax gisoo ña jot lenni Téere ba, ñay gëm ay xërëm yu tudd [Jibti] ak [Taagut], ñuy wax ak ña weddi naanleen: " Seen xërëm yooyoo gëna nekk ci njub jullit ya gëm [Lislaam] " ?"
4,JIGÉEN ÑA,52,"Ñooñu Yàlla rëbb na leen ; te ku Yàlla rëbb, kenn mënu koo amal ndimbal."
4,JIGÉEN ÑA,53,"Am dañuy am sañ-sañ ci nguur gi ? Te kenn du ca sédd nit ñi, lu toll ci mboxosu xooxu tàndarma."
4,JIGÉEN ÑA,54,"Am dañuy iñaane nit ñi ci la leen Yàlla jox ciy ngënéelam ? Joxoon Nañu waa kër Ibraayma ab Téere ak xam-xamu xereñe ; joxoon Nañu leen nguur gu rëy."
4,JIGÉEN ÑA,55,"Amoon nañu ca ñoom ñu gëm [Téere ba], ak ñu dëddu [weddi Téere ba]. Te Safara danaleen doy."
4,JIGÉEN ÑA,56,"Ña weddi Suñuy kàddu, Danañu leen mosa séndal. Aw Saafara, wow, saa su seen deri yaram ñoree, ñu wecceekook yeneen, ngir ñu yëg mbugal ma. Yàlla boroom kàttan la, Ku xereñ la!"
4,JIGÉEN ÑA,57,"Ñi gëm tey def yiw, Danañu leen dëkkal ci Àjjana yu dex ya di daw ci seen ron. Ñu béel fa [sax fàwwu]. Danañu fa am ay jabar yu laab. Danañu leen dugal ci ker yu dëll"
4,JIGÉEN ÑA,58,"Yàlla di gal na leen ngeen delloo ndénkaane ya seeni boroom, te bu ngeen dee àtte diggante nit ña, ngeen defe ko ci maandute. Mbir mii leen Yàlla di ñaaxe, ndaw lu baax ! Yàlla Kuy dégg la, Kuy gis la."
4,JIGÉEN ÑA,59,"Éy yéen ñi gëm ! Toppleen Yàlla, topp Yonent bi ak ña nekk kilifa ci seen biir. Bu ngeen dogoo walla [xëccoo] ci mbir, dellooleen ko ca Yàlla ak Yonent bi ndegam gëm ngeen Yàlla ak Bis-pénc ba. Looloo gën te moo gëna rafet déggin."
4,JIGÉEN ÑA,60,"Ndax gisoo ña nga xam ne nee nañooy gëm nañu lañu wàcce ci yaw ak lañu wàcce woon mu jiitu la ? Te ña nga bëgga àttewoo ci ay xërëm, te dañu koo waroona weddi bàyyi ko. Waaye Séytaane moom bëgg leena sànk, soreel leen dëgg."
4,JIGÉEN ÑA,61,"Bu ñu leen waxee ne : " Ñëwleen ci li Yàlla wàcce ak ci Yonent bi ", nga gis naaféq ya dëddu ko."
4,JIGÉEN ÑA,62,"Naka mu? Bu leen musiba dalee jóge ca lañu jëf, ba tax ñu ñëw ci yaw di giñ ci Yàlla, naan : " Bëggunu woon ludul rafetal ak juboo "."
4,JIGÉEN ÑA,63,"Ñooña, Yàlla xam na la nekk ci seeni xol. Nanga leen dëddu [dummóoyu] te nanga leen waar, waxleen ci seen bopp wax ju jotal."
4,JIGÉEN ÑA,64,"Yónniwunu ab Yonent ludul ne dañu koo wara topp ci ndigalu Yàlla. Te ñoom ba ñu tooñee seen bopp, bu ñu dikkoon ci yaw di sàkku jéggalu Yàlla, Yonent bi jéggalul leen, kon danañu fekk Yàlla mu di Jéggalaakoon, di Jaglewaakoon."
4,JIGÉEN ÑA,65,"Mukk ! Giñ naa ci sa màggug Boroom ! Duñu gëm mukk [di ay jullit] li feek àtteloowuñu la la ca seen diggante te baña am benn ñag -ñagi xol ca la nga àtte, nangul la ak xol bu tàlli."
4,JIGÉEN ÑA,66,"Su fekkoon ñoon Dañu leen sant ñu reyante mbaa ñu génn seeni kër, duñu ko def ludul ñu néew ci ñoom. Te su ñu defoon lañu leen di waare, mu gën ca ñoom, te gëna dëgëral seen ngëm."
4,JIGÉEN ÑA,67,"Te kon ñu jox leen pey gu màgg jóge ci ñun,"
4,JIGÉEN ÑA,68,"te kon ñu gi ndi leen teg leen ca yoon wu jub xocc wa."
4,JIGÉEN ÑA,69,"Ku topp Yàlla ak Yonent ba ñooña ànd nañook ña Yàlla wàcce xéewalam ci ñoom : ca Yonent ya ak way-dëggu ña [daraja ju kawe saxaaba ya], ak ña dee ci xare ngir Yàlla, ak ñu sell [ñu yiw] ña, ndaw àndandoo yu jekk !"
4,JIGÉEN ÑA,70,"Loolooy ngëneel la jóge ca Yàlla. Te Yàlla doy na, mat na sëkk boroom xam-xam."
4,JIGÉEN ÑA,71,"Éy yéen ñi gëm ! Nangeen fagaru ci seen [coongum noon], moo xam ngeen tasaaroo walla ngeen àndandoo."
4,JIGÉEN ÑA,72,"Te amna ci yéen kuy des-deslu ginnaaw ba lu metti dal leen, mu daldi wax ne : " Man Yàlla xéewal na ma ba ma àndul ak ñoom fekke loolee [dee ci xare] " ;"
4,JIGÉEN ÑA,73,"te bu ngeen amee ndam lu leen Yàlla jox, muy wax mel ni cofeel doxul seen digganteek ñoom, ne : " Aka neexoon ma ànd ak ñoom ba am ndam lu rëya rëy [al al ja] "."
4,JIGÉEN ÑA,74,"Ña jaay seen dundug àddina jënde ko àllaaxira, nañu xare ci yoonu Yàlla. Képp ku xare ci yoonu Yàlla ba dee ca, mbaa mu not kàddu ndam la, Danañu ko jox pey gu rëy."
4,JIGÉEN ÑA,75,"Waaw yéen, lu leen nekkal ci baña xeex ci yoonu Yàlla [yiiraale] ñi néew doole ci góor, ak jigéen, ak xale yi? Ñoom ñuy wax naan : " Yaw suñu Boroom !Génne ñu ci dëkk bii aw nitam diy tooñkat te nga boole ñook ku ñuy sàmm, jox ñu ku ñuy dimbali, ñoo tà nnal sa bopp "."
4,JIGÉEN ÑA,76,"Ñi gëm, ñi ngi xare ci yoonu Yàlla, ñi weddi di xare ci yoonu xërëm [taguut]. Xeexleen ak farandooy Séytaane, pexem Séytaane lu néew doole la."
4,JIGÉEN ÑA,77,"Ndax gisoo ña nga xam ne waxoon nañu leen ne : " Téyeleen seeni yoxo, te ngeen farlu ci julli, tey génne asaka ! " Te bu ñu leen digalee xare, ñenn ci ñoom ragal nit ña ni ñu ragalee Yàlla, walla sax ragal gu gëna tar, ñu naan : " Suñu Boroom ! Lu tax nga digle xare ci ñun ? Lu teewoon nga yeexe ñu ba beneen àpp bu jege ? ". Neel : " Yóbbalu à ddina lu néew la, te àllaaxira moo dàq ci ku ragal Yàlla. Te bu boobaa duñu leen tooñ lu toll ni karanu xooxu tàndarma."
4,JIGÉEN ÑA,78,"Fu ngeen mëna nekk dey, dee danaleen fa fekk, doonte la dangeena nekk ci tata yu ñoŋ. Te bu leen lu neex dikkalee, ñu ne : " Lii ci Yàlla la bawoo [jóge]. ". Bu leen naqar dalee, ñu ne : " Lii ci yaw [Muxammad] la jóge. ". Neel : " Lépp ca Yàlla la jóge. " Waaw ana lu nekk ca ñooña nit ba xawuñoo déggati wax [ju am njariñ] ?"
4,JIGÉEN ÑA,79,"Lu la dal ci lu baax ma nga jóge ca Yàlla, lu bon lu la dal ci sa bakkan la jóge. Te yónni Nañu la [yaw Muxammad] nga di ab Yonent. Te Yàlla doy na seede ci lépp."
4,JIGÉEN ÑA,80,"Képp ku topp Yonent ba topp na ndigalu Yàlla. Ku dummóoyu Xamal ne yónniwuñu la ci ñoom ngir nga di leen wattu."
4,JIGÉEN ÑA,81,"Danañu wax ne : " Nangul nañu la ! " Te bu ñu jóge ci yaw, ab kurél ci ñoom dana fanaanoo lu wuuteek lañu la waxoon. Yàlla Dana bind lañu fanaane. Nanga leen dëddu te nga wéeru ci Yàlla. Yàlla doy na ndëgërlaay."
4,JIGÉEN ÑA,82,"Moo ndax ñoom dañu dul settantal Alxuraan ? Alxuraan, bu jóge woon ci keneen kudul Yàlla, fàwwu ñu gis ca ay juuyoo ciy waxam !"
4,JIGÉEN ÑA,83,"Su leen mbir ma dikkale ci kóolute walla tiitaange, ñu siiwal ko. Te bu ñu ko delloo woon ca Yonent ba walla kilifa ya nekk ca ñoom, kon ña ko soloo xam ne ñoom danañu ca am lu leer bu dul woon ak xéewali Yàlla ak yërmaandeem ci yéen. Giñ naa ne kon lim bu néew ci yéen moo dul topp [Séytaane]."
4,JIGÉEN ÑA,84,"Xareel ci yoonu Yàlla, sasewuñu la ludul sa bopp, te nanga ñaax ñi gëm, amaana Yàlla fegal la ayu yéefër ya. Te Yàllaa gëna tar ng aañ, Moo gëna tar xorñoñal."
4,JIGÉEN ÑA,85,"Képp ku taxawu nit [dooleel ko] taxawaay bu rafet, dana ca am cër ; ku taxawu nit [dooleel ko] cig ñaawtéef, dana ca am bàkkaar ba. Yàlla Kuy seetlu lépp la."
4,JIGÉEN ÑA,86,"Bu ñu leen ñuyyoo, nangeen delloo ñuyyoo bu gëna rafet ; mbaa bu na mel. Yàlla Kuy natt lépp la."
4,JIGÉEN ÑA,87,"Amul jeneen yàlla yu dul Moom Yàlla ! Fàwwu danaleen dajale Bis-pénc ba, sikkuwut. Te kan moo gëna dëgguy wax Yàlla ? [Amul]"
4,JIGÉEN ÑA,88,"Lu ngeen am ? Ca naaféq ya, amna ñaari kuréel.Te Yàlla delloo na leen ca lañu fàggu woon. Moo ndax dangeena bëgg gindi ka Yàlla bàyyi cig réer ? Ku Yàlla bàyyi cig réeram, doo ko mën wutal yoonu mucc."
4,JIGÉEN ÑA,89,"Ñanga ne siiw ngeen weddi, na ñu weddee [ñoom] : ndax ngeen yem ! Buleen jàpp ay xarit ci ñoom, li feek ñuy gàddaay jëm ci yoonu Yàlla. Bu ñu dëddoo, jàppleen leen te reyleen fu ngeen leen mëna fekk ; te buleen wut ci ñoom xarit waxumalaak ndimbal,"
4,JIGÉEN ÑA,90,"ludul ña jóge ca nit ñoo xam ne kóllare dox na ci seeni diggante, ak ña jëm ci yéen te fekk xeex ak yéen di lu tiis ci seeni xol, walla ñu xeex ak ña bokk ca ñoom. Bu sooboon Yàlla, Mu xiir leen ci yéen, te kon ñu farlu ci xeex ak yéen. Bu ñu leen bàyy ee, berleen, xeexuñu ak yéen, te ñu doxal jàmm ak yéen, Yàlla mayatuleen wenn lay wuy tax ngeen mën dal ci seen kaw."
4,JIGÉEN ÑA,91,"Dangeen gis ñeneen ñu bëgg jàmm dox seeni diggante, ñoom ak yéen ak seen biir. Saa yu ñu leen xëccee jëme leen ci bokkaale, ñu yabu ca lool. Bu ñu leen bàyyiwul, berleen te jàmmoowuñu ak yéen, te wàccewuñu seen yoxo ci yéen, jàppleen leen, reyleen fépp du ngeen leen fekk. Ñooñu, may Nañu leen ci ñoom ndigal lu wér ci ñu nennu leen."
4,JIGÉEN ÑA,92,"Yellul ab jullit rey ab jullit, ludul ci njuumte. Ku rey jullit ci njuumte, war na mu goreel jaam bu nekk jullit te jox ndàmpaay ay mbokkam, ndegam defuñu ko sarax [Baal ko ko]. Bu fekkee ka ñu rey dafa di ab jullit bu bokk ca nit ña nekk seeni noon, goreel jaam bu jullit rekka war ka reye. Bu bokkee ci ñoo xam ne kóllare dox na ci seen diggante, dana ko war ndàmpaay lu mu jox ay mbokkam ak goreel jaam bu di jullit. Ku gisul [jaam bu mu goreel], na woor ñaari weer yu toftaloo mu di tuub gu Yàlla nangu. Yàlla Ku xam la, Ku xereñ la."
4,JIGÉEN ÑA,93,"Ku rey ab jullit te tey ko, peyam Safara la, te dafay béel. Merum Yàlla ak rëbbam tegu ci kawam, te mbugal mu mag moo ko fay xaar."
4,JIGÉEN ÑA,94,"Éy yéen ñi gëm ! Ndegam dox ngeen ci yoonu Yàlla, nangeen leerlu bu baax te buleen nattu ñay wone jàmm, buleen ne ko : " Doo jullit ", ngir bëgg wut alali àddina. Alal yu baree nga ca Yàlla. Te sax yéen noonu ngeen meloon bu yàggul ; terewul Yàlla jox na leen xéewal. Deeleen di leerlu. Yàlla deñ na kumpa ca la ngeen di def."
4,JIGÉEN ÑA,95,"Ña bokk ci jullit yi toog baña xareji ci ludul ngànt, duñu yem mukk ak ña xare ca yoonu Yàlla ak seeni alal ak seeni bakkan. Ña xareji, Yàlla defal na leen ngëneel ak daraja ca kaw ña toog baña xareji. Waaye ñoom ñépp nag Yàlla dig na leen Àjjana ; teewut itam Mu defal ngëneel way-xare ya ca kaw ña toogoon, ña xare ji muy pey gu màgg ;"
4,JIGÉEN ÑA,96,"muy yokkute gu tukkee ci Yàlla, ak njéggal ak yërmaande. Yàlla Jéggalaakoon la, Jaglewaakoon la."
4,JIGÉEN ÑA,97,"Ña Malaaka ya jël seeni ruu te ñu doon tooñ seen bopp, Danañu leen laaj : " Ca la ngeen nekkoon ? " [baña dem xareji] - Ñu toontu ne : " Danoo nekkoon ñu ñu néewal doole ci kaw suuf ". Ñu neleen : " Moo ndax suufus Yàlla si dafa yaatuwul ba ngeen mëna gàddaay jëm feneen ? ". Ñooña Safaraa di seen dëkkuwaay. Te ndaw muj gu bon !"
4,JIGÉEN ÑA,98,"Ba mu des ña néew doole : ci góor ñi, ak ci jigéen ñi, ak xale yi ci ñàkk pexe, bu ñu gindikoo [ba genn màkka]"
4,JIGÉEN ÑA,99,"Ñooña xéy-na Yàlla jéggal leen. Yàlla Kuy baale la, di jéggale."
4,JIGÉEN ÑA,100,"Ku gàddaay ngir Yàlla, fu mu mëna jëm, dana fa fekk delluwaay yu bari ak ug yaatal. Ku génn këram, di gàddaay ngir Yàlla ak ub Yonentam, ba dee dab ko, kooku peyam Yàlla warlul na ko ko. Yàlla Jéggalaakoon la, Jaglewaakoon la."
4,JIGÉEN ÑA,101,"Bu ngeen di tukki ci réew yi, aayul ci yéen ngeen wàññi ci julli yi, bu ngeen ragalee yéefër yi fitnaal leen, yéefër yi seeni noon lañu yu bir."
4,JIGÉEN ÑA,102,"Boo nekkee [Muxammad] ci seen biir, te nga jiite leen ci julli, na benn kurél ci ñoom ànd ak yaw, na beneen kurél ba jël seeni ngànnaay. Bu ñu sujjóotee ñu nekk ca ginnaaw ñay julli, kurél boobu julliwul woon ñëw [bu bu jëkk ba noppee] julli ànd ak Yaw. Nañu fogu te jël seeni ngànnaay. yéefër yaa ngi ne siiw ngeen sàggane seeni ngànnaay ak seeni yóbbal, ba ñu song leen menn cong mu tar. Aayul ci yéen su amee lu leen lor ci taw walla ngeen wopp, ngeen tëral seeni ngànnaay te fogu Yàlla xaaroo na yée far yi mbugal muy doyadale [toroxale]."
4,JIGÉEN ÑA,103,"Bu julli ga sottee, tudduleen Yàlla ci taxawaay ak ci toogaay, ak bu ngeen tëddee. Te bu ngeen nekkee ci kóolute, nangeen taxawal julli. Julli kat, doon na lu ñu sàkkal ay waxtu ci kaw jullit ñi."
4,JIGÉEN ÑA,104,"Buleen yaanaani ci am cong. Bu ngeen di metitlu [ci ay jam-jam], ñoom it am nañu metit ni yéen, te yéen yaakaar ngeen ci Yàlla loo xam ne yaakaaruñu ko ñoom. Te Yàlla Ku Xam la te Xereñ."
4,JIGÉEN ÑA,105,"Wàcce Nañu ci Yaw Téere ba ci dëgg, ngir nga àtte diggante nit ñi ni la ko Yàlla xamalee. Bul doon kuy layal wurujkat ya."
4,JIGÉEN ÑA,106,"Jéggalul Yàlla, Yàlla Jéggalaakoon la, Jaglewaakoon la."
4,JIGÉEN ÑA,107,"Bul dàggasanteek ñiy wuruj seen bopp. Yàlla safoowul ku di wurujkat di bàkkaarkat."
4,JIGÉEN ÑA,108,"Nëbbu nañu nit ñi, waaye mënuñoo nëbbu Yàlla. Ndax mook ñooma nekkoon bañuy fanaanoo ay wax yu ko neexul. Lañu doon def, Yàlla péeg na ko [ci xam-xam]."
4,JIGÉEN ÑA,109,"Yéena ngi noonu di layal ñooñu ci dundug àddina bi. Waaye ana kan moo leen di layal ca Bis-pénc ba ? Walla ana kan mooy doon seen wéeruwaay ?"
4,JIGÉEN ÑA,110,"Képp ku def ñaawtéef mbaa mu tooñ boppam, gaaw jéggalu Yàlla, dana fekk di Jéggalaakoon, di Jaglewaakoon."
4,JIGÉEN ÑA,111,"Ku fàggu bàkkaar, defu ko kenn kudul boppam. Yàlla Ku xam la, di Ku xereñ."
4,JIGÉEN ÑA,112,"Ku def ñaawtéef walla bàkkaar ba noppi jii ñ ko ku ca set wecc, kooka yenu ma duur ak bàkkaar bu bari."
4,JIGÉEN ÑA,113,"Bu dul woon teraanga Yàlla ak yërmaandeem ci yaw, kon ab kurél ci ñoom danañu ittewoo sànk la. Waaye sànkuñu kenn kudul seen bopp, loruñu la ci dara. Te Yàlla wàcce na ci yaw Téere ba ak xam-xamu ràññee [xereñ], te xamal na la loo xamul woon. Te xéewali Yàlla ci yaw rëy na."
4,JIGÉEN ÑA,114,"Lu bari ca la ñuy déeyoo lu baax nekku ca, ludul ci waxi kuy digle sarax, walla njekk, walla jubale ci diggante nit ñi. Ku def loolu, di sàkku ngërëmul Yàlla, Dana ñu ko jox [ëllëg] pey gu màgg."
4,JIGÉEN ÑA,115,"Képp ku juuyoo ak Yonent ba gannaaw ba njub ga feesee ci moom, muy topp lu wuuteek yoonu jullit ña, Danañu ko méngaleek la mu méngool, te séndal ko Safara. Ndaw delluwaay bu bon !"
4,JIGÉEN ÑA,116,"Yàlla du baale ku Ko bokkaale. Wa aye ludul loolu Dana ko baale ku Ko neex. Te képp kuy bokkaale Yàlla, réer na réer gu sori."
4,JIGÉEN ÑA,117,"Te kat ñoom ay xërëm yu ñu jigéenal ak Séytaane su fétterlu doŋŋ lañuy jaamu di ko woo bàyyi Yàlla."
4,JIGÉEN ÑA,118,"Yàlla rëbb na ko ca la mu wax moom [Séytaane], ne : " Fàwwu danaa jël ci say jaam ab cër bu takku "."
4,JIGÉEN ÑA,119,"Mu waxaat [moom Séytaane] : " Waat naa ne danaa leen réeral, danaa leen nax ca la ñuy xemmem, danaa leen digal ñu dog noppi jur gi, danaa leen sant ñu soppi ni Yàlla bindee [bindeef yi]. Ku bàyyi Yàlla, jàppe Séytaane muy kilifaam, yàqule na yàqule gu bir."
4,JIGÉEN ÑA,120,"Danaleen dig, xemmemlu leen. Te Séytaane du dige ludul ay wor."
4,JIGÉEN ÑA,121,"Ñooñu seeni dëkkuwaay mooy Safara. Te kenn duleen ca musal !"
4,JIGÉEN ÑA,122,"Ñi gëm te jëf aw yiw. Danañu leen dugal Àjjana yu ay dex di daw ci suufam, dañu fay béel ba fàwwu. Digeb Yàlla lu dëggu la. Te sax, ana kan moo gëna dëggu ay wax Yàlla ?"
4,JIGÉEN ÑA,123,"Mbir ma ajuwul ci seeni mébét walla ci mébétu ña jotoon Téere. Waaye ku def ñaawt éef, jot peyam, kenn du ko mëna amal kilifa gu ko yiir mbaa mu ko mëna dimbali ginnaaw bu ca Yàlla génnee."
4,JIGÉEN ÑA,124,"Ku jëf, jëf ju bokk ci aw yiw, di góor mbaa muy jigéen, te di ab jullit, ñooña danañu dugg Àjjana; te kenn duleen ca tooñ [ba waññil leen] lu toll ni mboxosu xooxu tàndarma."
4,JIGÉEN ÑA,125,"Ana ku gëna rafet diine ku jubale boppam Yàlla, te di kuy rafetal [jëfam], tey roy diiney Ibraayma cig wéetal Yàlla ? Te Yàlla Moom jàppe na Ibraayma soppeem."
4,JIGÉEN ÑA,126,"Yàllaa moom li nekk ci asamaan yeek suuf si. Te Yàlla lépp la peeg."
4,JIGÉEN ÑA,127,"Ña nga lay laaj nga ubbee leen ci jigéen ñi. Neel : " Yàlla Danaleen ubbee ci ñoom, ak lañu leen jàngal ca Téere ba [di leeral lu jëm ci] jirim yu jigéen yi nga xam ne joxooleen leen lañu digle ci ñoom, te ngeen xemmem takk le en, [ak leeral lu jëm ca] ñu néew doole ña ci xale yi ". [Ak di leen digal] ngeen taxawu jirim ci ag maandute. Lu ngeen ca def ci ñoom ci lu baax, Yàlla xam na ko."
4,JIGÉEN ÑA,128,"Bu ku jigéen ragalee ci jëkkëram naqar walla mu foñ ko, aayul ñu yéwénoo ñoom ñaar, ba juboo ci lenn, ndaxte yéwénoo moo gën, te bakkan dafa gaawa jeng jëm ci nay. Waaye bu ngeen rafatalee te ragal Yàlla, Yàlla ku deñ-kumpa la ci seeni jëf."
4,JIGÉEN ÑA,129,"Dungeen mënaa maandu mukk ci diggante jigéen ñi, doonte xér ngeen ci yemale leen. Waaye, bu leen jeng, jeng gu jéggi dayo ba tax ngeen bàyyi kenn ci ñoom ba mu mel ni ku ñu aj. Waaye, bu ngeen yéwénalee sellal te ragal Yàlla, Yàlla di ab Jéggalaakoon di ab Jaglewaakoon."
4,JIGÉEN ÑA,130,"Bu ñu tàggoo [jëkkër ak jabar], Yàlla dana woomal ku ca nekk ci ag yaatalam. Yàlla Ku yaatu mbir la, di Ku xereñ"
4,JIGÉEN ÑA,131,"Te li nekk ci asamaan yeek suuf si, Yàllaa ko moom. [ñun Yàlla], déggoon Nañu ña jotoon Téere, lu jiitu seeni jamoni ak yéen it neleen : " Ragal-leen Yàlla ! ". Te bu ngeen weddee, nangeen xam ne Yàllaa mo om li nekk ci asamaan yeek suuf si. Yàlla Ku woomal la te yayoo cant."
4,JIGÉEN ÑA,132,"Te it, li nekk ci asamaan yeek suuf, Yàlla doy na ci te mat na sëkk Kilifa."
4,JIGÉEN ÑA,133,"Bu ko sooboon Mu jële leen fi, yéen nit ñi, indi fi ñeneen. Te loolu, Yàlla mën na ko."
4,JIGÉEN ÑA,134,"Koo xam ne yoolu àddina bi la bëgg, [na xam ne] Yàlla amna lu mu yoole ci àddina ak ca àllaaxira. Te Yàlla Kuy dégg la, Kuy gis la."
4,JIGÉEN ÑA,135,"Éy yéen ñi gëm ! Taxawleen temm ci maandute, di seede ngir Yàlla doonte seede soosu [lu naqari la] luy dal ci se en kaw, walla ci seeni waajur, walla ci kaw seeni njaboot, walla seeni jegeñaale. Su dee ku woomal la walla ku ñàkk, Yàllaay ki gën pey ci ñoom ñaar ñépp. Buleen topp seeni bànneex ba ñàkka maandu. Bu ngeen jéggalee [seede] walla ngeen dëddu baña seede, xamleen ne Yàlla Ku deñ-kumpa la ci li ngeen def."
4,JIGÉEN ÑA,136,"Éy yéen ñi gëm ! Doyluleen Yàlla ak ub Yonentam, ak Téere ba Mu wàcce ci Yonentam, ak Téere ba wàcc la jiitu. Képp ku weddi Yàlla, aki Malaakaam, ak Yonentam, ak Bis-pénc ba, réer na réer gu sori [dë gg]."
4,JIGÉEN ÑA,137,"Ña nga xam ne dañoo gëm ba noppi weddi, daldi gëm, weddiwaat, seenug weddi di gëna tar, Yàlla duleen jéggal, te it duleen gindi teg leen ci yoon wu leer wa."
4,JIGÉEN ÑA,138,"Bégalal [xamalal] naaféq ya ci ne am nañu mbugal mu metti,"
4,JIGÉEN ÑA,139,"ña jàppe yéefër ya ay xarit, bàyyi fa jullit ña, ndax nee dañuy sàkku ci ñoom teraanga, te moone teraanga jéppa ngi ca Yàlla."
4,JIGÉEN ÑA,140,"Te wàcceel na leen ca Téere ba, xamal leen ne : bu ngeen déggee ay nit ñuy weddi aka ñaawal [yéjji] ndigali Yàlla yi, buleen toog ak ñay def loolu ba bañuy xuus ci weneen waxtaan. Lu ko moy dangeen di mel ni ñoom [cig weddi]. Yàlla Kuy dajale la naaféq yaak yéefër ya ñoom ñépp ca biir Safara."
4,JIGÉEN ÑA,141,"Ña nga xam ne ñanga téyandi seen bopp ci yéen ; su leen Yàlla joxee ndam, ñu gaaw ne : " Ndax ànduñu woon ak yéen ? " ; bu yéefër yi amee cër ci ndam, ñu neleen : " Xanaa du ñoo leen doon song [yéen yéefër yi] te ñu fegal leen jullit ñi ? ". Yàlla Dana àtte seen diggante Bis-pénc ba. Te du jox yéefër yi ndam ci kaw jullit ñi."
4,JIGÉEN ÑA,142,"Naaféq ya dañuy jéema nax Yàlla, te fekk Yàlla Danaleen juuy. Te bu ñu taxawalee julli, taxaw ci tàyyeel, di ngistal ci bëti nit ñi. Te duñu tudd [fàttaliku Yàlla] ludul ñu néew ci ñoom."
4,JIGÉEN ÑA,143,"Ñuy deŋŋi-deŋŋi ci diggante yooyu, féetewuñu ci ñii, féetewuñu ca ñaa. Ku Yàlla bàyyi cig cànkuteem, kenn du ko mëna teg ci yoon wu jub wa."
4,JIGÉEN ÑA,144,"Éy yéen ñi gëm ! Buleen jàppe yéefër yi ay xarit bàyyi jullit ña. Ndax dangeen bëgga jox Yàlla lay wu jub ci seen kaw ?"
4,JIGÉEN ÑA,145,"Naaféq yaa nga ca dëru ya gëna suufe ca Safara, te kenn duleen dimbali,"
4,JIGÉEN ÑA,146,"ba mu des ña tuub, réccu, te sellal [yéwénal], jubbantiku te tënku ci Yàlla te sellal seenug jaamu Yàlla. Ñooña, ñook jullit ñee ànd. Te Yàlla Dana jox jullit ñi pey gu màgg."
4,JIGÉEN ÑA,147,"Lu Yàlla di doye mbugal leen? Bu ngeen dee sant Yàlla te gëm ko, Yàlla di Kuy nangug cant, di Ku xam lépp nag."
4,JIGÉEN ÑA,148,"Yàlla bëggul ku fésal wax ju ñaaw, ndegam nekkul ku ñu tooñ. Yàlla Kuy dégg la, Ku xam lépp."
