verseID,canon_order,book,chapter,startVerse,endVerse,verseText
NU18_23,005_018_023,NUM,18,23,23,"Leween ñi ñooy ñiy liggéey liggéeyi xaymab ndaje mi, te lu ñu ca tooñ, ñooy gàddu pey ga, ci kaw dogal bu sax dàkk, ñeel leen, ñook seen askan. Waaye biir bànni Israyil, Leween ñi duñu ci séddu céru suuf, "
NU18_24,005_018_024,NUM,18,24,24,"ndax céri fukkeel yi bànni Israyil yékkati, jooxeel ko Aji Sax ji, jox naa ko Leween ñi, muy seen cér. Moo tax ma ne leen, biir bànni Israyil, duñu ci séddu céru suuf. "
NU18_25,005_018_025,NUM,18,25,25,Aji Sax waxati Muusaa ne: 
NU18_26,005_018_026,NUM,18,26,26," Leween ñi, wax leen, ne leen bu ñu jëlee ci bànni Israyil seen céri fukkeel yi ma leen jagleel yeen, muy seen cér, nañu ci jooxeel Aji Sax ji, fukkeelub céru fukkeel yooyu. "
NU18_27,005_018_027,NUM,18,27,27,"Nañu leen jàppal loolu, yeen Leween ñi, muy seen jooxeb bopp, ni bu doon pepp mu jóge ci seen dàggay bopp, ak biiñ bu bees bu jóge ci seen nalukaay. "
NU18_28,005_018_028,NUM,18,28,28,"Su ko defee ngeen jooxe yeen itam, jooxeb Aji Sax ji, ci mboolem seen céri fukkeel yi ngeen jële ci bànni Israyil. Kon nangeen jële coocu, jooxeb Aji Sax ji, jox ko Aaróona sarxalkat bi. "
NU18_29,005_018_029,NUM,18,29,29,"Lépp lu ñu leen sédd, nangeen ci jooxe jooxeb Aji Sax ji. Mboolem céri ngëneel yooyu, ci ngeen di génne cér bu sell boobu. "
NU18_30,005_018_030,NUM,18,30,30," Waxal Leween ñi ne leen gannaaw bu ñu ca génnee céru ngëneel li, li ci des lew na leen, ni bu doon pepp mu jóge ci seen dàggay bopp, ak biiñ bu jóge ci seen nalukaay. "
NU18_31,005_018_031,NUM,18,31,31,"Sañ nañu koo lekke fépp, ñoom ak seen waa kër, ndax loolu seen pey la, ñu yooloo ko seen liggéeyu xaymab ndaje mi. "
NU18_32,005_018_032,NUM,18,32,32,"Duñu ci gàddu benn bàkkaar, gannaaw bu ñu ci jooxee céru ngëneel li. Waaye jooxe yu sell yu bànni Israyil yooyu, buñu ci teddadil lenn, ba di ci dee. "
NU19_1,005_019_001,NUM,19,1,1,"Aji Sax ji waxati Muusaa ak Aaróona, ne: "
NU19_2,005_019_002,NUM,19,2,2," Lii mooy dogalu yoon bi Aji Sax ji santaane: Neleen bànni Israyil ñu indil leen nag wu jigéen wu xonq, wu mat, mucc sikk, te kenn masu koo takk, "
NU19_3,005_019_003,NUM,19,3,3,"ngeen jox ko Elasar sarxalkat bi, ñu génne ko dal bi, te ñu rendi ko fi kanamam. "
NU19_4,005_019_004,NUM,19,4,4,"Na Elasar sarxalkat bi capp baaraamam ci deret ji, wis-wisal ko juróom ñaari yoon fi féeteek bunt xaymab ndaje mi. "
NU19_5,005_019_005,NUM,19,5,5,"Nañu lakk nag wi ci kanamam. Der bi ak yàpp wi ak deret ji ak sébbriit mi, lépp lañuy lakk. "
NU19_6,005_019_006,NUM,19,6,6,"Su ko defee sarxalkat bi sàkk bantu seedar ak caru isob ak ndimo lu xonq curr, boole ko sànni ca sawara wa ñuy lakk nag wa. "
NU19_7,005_019_007,NUM,19,7,7,"Gannaaw loolu na sarxalkat bi fóot ay yéreem, sangu, doora mana duggaat ci dal bi, te du ko tee yendoo sobe ba ca ngoon. "
NU19_8,005_019_008,NUM,19,8,8,"Kiy lakk nag wi itam, na fóot ay yéreem, sangu, te du ko tee yendoo sobe ba ca ngoon. "
NU19_9,005_019_009,NUM,19,9,9,"Na ku set tonni dóomu nag wa, te sotti ko bérab bu set, foofa ca biti. Dóom ba dencub mbooloom bànni Israyil lay doon, ñu di ko waajale ndoxum setlu, ngir saraxu póotum bàkkaar. "
NU19_10,005_019_010,NUM,19,10,10,"Ku góor kiy tonni dóomi nag wi itam day fóot ay yéreem, te du tee mu yendoo sobe ba ca ngoon. Na loolu di dogalu yoon bu sax fàww, ñeel bànni Israyil, ak doxandéem bu dëkk ci seen biir. "
NU19_11,005_019_011,NUM,19,11,11," Bu loolu weesee ku laal nit ku dee, ak néew bu mu mana doon, dina sobewu diiru juróom ñaari fan. "
NU19_12,005_019_012,NUM,19,12,12,"Na setlu ca ndox moomee ca bésub ñetteel ba, gannaaw ba mu ko laalee, te na setluwaat ca bésub juróom ñaareel ba. Su ko defee mu set. Waaye su setluwul ca bésub ñetteel ba, ak bésub juróom ñaareel ba, du set. "
NU19_13,005_019_013,NUM,19,13,13,"Képp ku laal nit ku dee, ak néew bu mu mana doon, bu setluwul, màkkaanu Aji Sax ji la sobeel. Kooku dees koy dagge ci bànni Israyil. Gannaaw ndoxum setlu ma, wiseesu ko ko, sobewu lay wéye. "
NU19_14,005_019_014,NUM,19,14,14," Lii la yoon wi tëral: Bu nit deeyee ci biir xayma, képp ku dugg ci biir xayma bi, ak képp ku mu fekk ci xayma bi, day sobewu diiru juróom ñaari fan, "
NU19_15,005_019_015,NUM,19,15,15,"te mboolem ndab lu fa ubbiku woon, kubeer it ubu ko woon ràpp, loola ndab sobewu na. "
NU19_16,005_019_016,NUM,19,16,16,"Képp ku laal ca àll ba, nit ku ñu bóome saamar, mbaa ku Yàlla moomal boppam, mbaa mu laal yaxi nit ku dee, mbaa mu laal bàmmeel, kooka day sobewu diiru juróom ñaari fan. "
NU19_17,005_019_017,NUM,19,17,17,"Nañu sàkkal ki sobewu ca dóomu saraxu póotum bàkkaar ba ñu lakkoon, te ñu sotti ndox muy dund ci ndab, ca kaw dóom ba. "
NU19_18,005_019_018,NUM,19,18,18,"Bu loolu wéyee, na ku set jël caru isob, capp ko ca ndox ma, wis-wisal ko ca kaw xayma ba nit deeye, wis ko ca kaw ndab yépp, ak ca kaw nit ña fa nekkoon. Na ko wis itam ci kaw nit ku laal yaxi ku dee, mbaa mu laal ku ñu bóome saamar, mbaa mu laal ku Yàlla moomal boppam, mbaa mu laal bàmmeel. "
NU19_19,005_019_019,NUM,19,19,19,"Bésub ñetteel ba nag, ak bésub juróom ñaareel ba, ci la nit ku set di wis-wisal ndox mi ci kaw ki sobewu. Bésub juróom ñaareel ba ca la koy settli. Su ko defee ka sobewu fóot ay yéreem, sangu, bu jant sowee mu daldi set. "
NU19_20,005_019_020,NUM,19,20,20,"Képp ku sobewu te setluwul, kooku dees koy dagge ci mbooloo mi, ndax bérabu sellngay Aji Sax ji la sobeel. Gannaaw wiseesu ko ndoxum setlu mi, sobewu na. "
NU19_21,005_019_021,NUM,19,21,21," Na leen loolu ñeel ci kaw dogalu yoon bu sax dàkk. Ka doon wis-wisal ndoxum setlu mi nag, na fóot ay yéreem, te ku laal ci ndoxum setlu mi day yendoo sobe ba ca ngoon. "
NU19_22,005_019_022,NUM,19,22,22,"Nit ki sobewu, mboolem lu mu laal day sobewu, te ku laal ca loola it day yendoo sobe ba ca ngoon. "
NU20_1,005_020_001,NUM,20,1,1,"Mbooloom bànni Israyil gépp nag àgg ca màndiŋu Ciin, ci biir weer wi jëkk ci at mi. Ñu daldi dal ca Kades. Fa la Maryaama faatoo, ñu denc ko foofa. "
NU20_2,005_020_002,NUM,20,2,2,Ci kaw loolu mbooloo ma dem ba ñàkk ndox. Ñu daje ci kaw Muusaa ak Aaróona. 
NU20_3,005_020_003,NUM,20,3,3,"Mbooloo ma di xulook Muusaa, naa ko: Moo lu nu tee woona dee keroog ba sunu bokk ya deeyee fa kanam Aji Sax ji? "
NU20_4,005_020_004,NUM,20,4,4,"Ana loo indee mbooloom Aji Sax ji ci màndiŋ mii, nu di fi deesi doŋŋ, nook sunug jur? "
NU20_5,005_020_005,NUM,20,5,5,"Ana loo nu jële woon Misra, di nu indi fu bon fii? Du bérab bu nangu menn jiwu: du figg, du reseñ, du gërënaat, te du siitum ndox mu ñu naan! "
NU20_6,005_020_006,NUM,20,6,6,"Ba loolu amee Muusaa ak Aaróona bàyyikoo ca mbooloo ma, dem ba ca bunt xaymab ndaje ma. Ñu ne gurub, dëpp seen jë fa suuf. Leeru Aji Sax ji nag feeñu leen. "
NU20_7,005_020_007,NUM,20,7,7,"Aji Sax ji wax ak Muusaa, ne: "
NU20_8,005_020_008,NUM,20,8,8," Jëlal saw yet, nga dajale mbooloo mi, yaak sa mag Aaróona, ngeen wax ak doj woowu, ñuy gis, mu xelli am ndox. Te nga sottil leen ndox mu jóge ci doj wi, nàndale ko mbooloo mi, ñook seenug jur. "
NU20_9,005_020_009,NUM,20,9,9,"Ba mu ko defee Muusaa jële yet wa fa kanam Aji Sax ji, na mu ko ko sante. "
NU20_10,005_020_010,NUM,20,10,10," Muusaa ak Aaróona nag dajale mbooloo ma fa janook doj wa, Muusaa ne leen: Yeen diiŋatkat yi, dégluleen ma fii! Doj wii, tee nu leen cee génneel am ndox boog? "
NU20_11,005_020_011,NUM,20,11,11,"Ci kaw loolu Muusaa yékkati loxoom, dóor yetam ca doj wa ñaari yoon, ndox mu bare wale ca, mbooloo ma daldi naan, ñook seenug jur. "
NU20_12,005_020_012,NUM,20,12,12,"Aji Sax ji nag ne Muusaa ak Aaróona: Gannaaw gëmuleen ma, ngir wormaal sama sellnga fi kanam bànni Israyil, loolu tax na dungeen yóbbu mukk mbooloo mii ca réew ma ma leen jox. "
NU20_13,005_020_013,NUM,20,13,13,"Loolooy walum Meriba, (mu firi Jote ba). Fa la bànni Israyil jote woon ak Aji Sax ji, ba mu biral sellngaam fa seen biir. "
NU20_14,005_020_014,NUM,20,14,14,"Gannaaw gi, Muusaa moo yebale ay ndaw fa dëkk ba ñuy wax Kades, ñu dem ca buurub Edom, ne ko: Israyil say bokk dañoo wax ne: Umplewoo mboolem coono bi nu daj. "
NU20_15,005_020_015,NUM,20,15,15,"Sunuy maam a demoon Misra; dëkk nanu Misra lu yàgg, waa Misra di nu mitital, na woon ca sunuy maam. "
NU20_16,005_020_016,NUM,20,16,16,"Ci biir loolu nu woo Aji Sax ji wall, mu dégg sunu yuux, daldi yebal malaaka, mu génne nu Misra. Léegi nu ngi nii fi Kades, dëkk bi digalook sam réew. "
NU20_17,005_020_017,NUM,20,17,17,"Ngalla nag may nu, nu jaare sam réew. Dunu fi jaare benn tool, mbaa ab tóokëru reseñ, dunu fi naane ndoxum benn teen. Mbeddum buur daal lanuy topp, dunu jàdd ndijoor ak càmmoñ, ba keroog nuy génn sam réew. "
NU20_18,005_020_018,NUM,20,18,18,"Buurub Edom nag ne leen: Dungeen jaare fi man de, lu ko moy saamar laay génne, dajeek yeen. "
NU20_19,005_020_019,NUM,20,19,19,"Ndawi bànni Israyil ne ko: Sél wi rekk lanuy topp, te ndox mu nu naan, nook sunug jur, noo la koy fey. Ñaanunu lenn lu moy doxe sunuy tànk, ba jàll. "
NU20_20,005_020_020,NUM,20,20,20,"Mu ne leen: Dungeen fi jaare mukk! Ci kaw loolu Edom génn ngir dajeek ñoom, ànd ak gàngoor gu réy, gànnaayu ba diis. "
NU20_21,005_020_021,NUM,20,21,21,"Noonu la Edom lànke, mayul Israyil mu jaare réewam, ba Israyil mujj teggi. "
NU20_22,005_020_022,NUM,20,22,22,"Ci kaw loolu mbooloom bànni Israyil gépp bàyyikoo Kades, ba ca tundu Or. "
NU20_23,005_020_023,NUM,20,23,23,"Aji Sax ji wax ak Muusaa ak Aaróona, ca Or, tund wa ca kemu réewum Edom. Mu ne: "
NU20_24,005_020_024,NUM,20,24,24," Dees na tërali Aaróona fa ay bokkam. Du dugg déy ca réew ma ma jox bànni Israyil, gannaaw yeena gàntaloon sama ndigal ca walum Meriba. "
NU20_25,005_020_025,NUM,20,25,25,"Àndal ak Aaróona ak doomam Elasar, nga yéege leen ca kaw tundu Or. "
NU20_26,005_020_026,NUM,20,26,26,"Te nga summi yérey carxal yu Aaróona, solal ko doomam Elasar. Aaróona moom, dees koy tërali ca ay bokkam. Foofa lay deeye. "
NU20_27,005_020_027,NUM,20,27,27,"Ba loolu amee Muusaa def la ko Aji Sax ji sant, ñu ànd yéeg kaw tundu Or, mbooloo ma mépp di gis. "
NU20_28,005_020_028,NUM,20,28,28," Muusaa summi yérey Aaróona, solal ko doomam Elasar, Aaróona dee foofa ca kaw tund wa, Muusaa ak Elasar wàcc tund wa. "
NU20_29,005_020_029,NUM,20,29,29,Mbooloo ma mépp nag xam ne Aaróona dëddu na. Waa kër Israyil gépp a ko jooy diiru fanweeri fan. 
NU21_1,005_021_001,NUM,21,1,1,"Kanaaneen ba, buurub Arat ba dëkke woon Negew, moo dégg ne Israyil a ngay jaare yoonu Atarim, di dikk. Mu xareek Israyil, jàpp ñenn ca ñoom. "
NU21_2,005_021_002,NUM,21,2,2,"Ci kaw loolu Israyil xasal Aji Sax ji aw xas, ne ko: Soo tegee ba teg mbooloo mii ci sunuy loxo déy, dinanu faagaagal seeni dëkk. "
NU21_3,005_021_003,NUM,21,3,3,"Aji Sax ji nangul Israyil, jébbal leen Kanaaneen ña, ñu faagaagal leen, ñook seeni dëkk. Ñu daldi wooye gox ba Xorma (mu firi Lu ñu faagaagal). "
NU21_4,005_021_004,NUM,21,4,4,"Ñu bàyyikoo tundu Or, jubal yoonu géeju Barax ya, ngir teggi réewum Edom. Mbooloo ma nag mujj xàddi ca yoon wa. "
NU21_5,005_021_005,NUM,21,5,5,"Ña ngay xultu ca kaw Yàlla ak Muusaa, naa: Lu ngeen nu doon jële Misra, ngir nu dee ci màndiŋ mi? Duw ñam, dum ndox, te wii ñamu toskare génnliku nan! "
NU21_6,005_021_006,NUM,21,6,6,"Ba loolu amee Aji Sax ji yebal ay jaani daŋar ca biir mbooloo ma, ñu màtt leen, ba ñu bare ci bànni Israyil dee. "
NU21_7,005_021_007,NUM,21,7,7,"Mbooloo ma dikk ba ci Muusaa, ne ko: Noo tooñ, ndax noo xultu ci kaw Aji Sax ji, ak ci sa kaw. Tinul nu Aji Sax ji, mu teggil nu jaan yi! Muusaa daldi tinul mbooloo ma. "
NU21_8,005_021_008,NUM,21,8,8,"Aji Sax ji ne Muusaa: Defarlul jëmmu jaan ju am daŋar, nga wékk ko ci bant. Su ko defee képp ku ñu màtt, boo ca xoolee, mucc. "
NU21_9,005_021_009,NUM,21,9,9,"Ci kaw loolu Muusaa defarlu jaanu xànjar, wékk ko ci bant, ba képp ku jaan màtt, bu xoolee jaanu xànjar ja, daldi mucc. "
NU21_10,005_021_010,NUM,21,10,10,"Bànni Israyil fabooti, dem ba dali fa ñuy wax Obot, "
NU21_11,005_021_011,NUM,21,11,11,"jóge Obot, dali Yee Abarim, ca màndiŋ ma janook Mowab, ca penku ba. "
NU21_12,005_021_012,NUM,21,12,12,"Foofa lañu faboo, dem ba dali ca walum Seredd, "
NU21_13,005_021_013,NUM,21,13,13,"bàyyikooti foofa, dem ba dali ca wàllaa dexu Arnon, ga wale ca réewum Amoreen ña te jaare ca màndiŋ ma. Dexu Arnon googa, fa la réewum Mowab digalook Amoreen ñi. "
NU21_14,005_021_014,NUM,21,14,14,"Moo tax téereb Xarey Aji Sax ji indi ko, ne: Waxeb ga ca Sufa, xuri Arnon yaak "
NU21_15,005_021_015,NUM,21,15,15,"xur ya bartalu, jëm néegi Ar, leruji suufas Mowab. "
NU21_16,005_021_016,NUM,21,16,16,"Fa lañu bàyyikoo, dem Beer, (mu firi ab Teen); teen boobu, fa la Aji Sax ji noon Muusaa: Dajaleel mbooloo mi, ma may leen ndox. "
NU21_17,005_021_017,NUM,21,17,17,"Ca la Israyil woy woy wii: Teen bile walal, nu woy. "
NU21_18,005_021_018,NUM,21,18,18,"Ay garmee la bënn, kàngami askan wi gase la yeti buur, ak seen banti bopp. Ñu jóge màndiŋ ma, dem ba Matana, "
NU21_19,005_021_019,NUM,21,19,19,"jóge Matana dem Naxaliyel, jóge Naxaliyel, dem Bamot, "
NU21_20,005_021_020,NUM,21,20,20,"jóge Bamot ba ca xur, wa ca àllub Mowab, àkki nag njobbaxtalu tundu Pisga, wa tiim ndànd-foyfoy ga. "
NU21_21,005_021_021,NUM,21,21,21,"Ba loolu amee Israyil yebal ay ndaw ca Siwon buurub Amoreen ña, ne ko: "
NU21_22,005_021_022,NUM,21,22,22," May nu, nu jaare sam réew. Dunu fi jàdde benn tool mbaa ab tóokëru reseñ, dunu fi naan ndoxum teen. Mbeddum buur lanuy topp, ba keroog nuy jàll sam réew. "
NU21_23,005_021_023,NUM,21,23,23,"Siwon nag mayul Israyil, ñu jaarem réewam, xanaa mu dajale gàngooram gépp, sàqi, ngir dajejeek Israyil ca màndiŋ ma. Mu dikk ba Yaxacc, song Israyil, "
NU21_24,005_021_024,NUM,21,24,24,"Israyil leel ko ñawkay saamar, nangu seenum réew, dale ko Arnon ba Yabog, ba àgg ca Amoneen ña, ndax kemu réewum Amoneen ñaa fegu woon ba jotuwul. "
NU21_25,005_021_025,NUM,21,25,25,"Israyil nangu dëkki Amoreen yooyu yépp, daldi sance mboolem seeni dëkk, boole ca Esbon aki dëkk-dëkkaanam. "
NU21_26,005_021_026,NUM,21,26,26,"Esbon moo doon péeyub Siwon buurub Amoreen ña. Kookoo xare woon ak buuru Mowab ba woon, moo nangu ciy loxoom réewam mépp, ba Arnon. "
NU21_27,005_021_027,NUM,21,27,27,"Moo tax woykat ya ne: Ayca ca Esbon, ba tabaxees kooti; na dëkkub Siwon jógati. "
NU21_28,005_021_028,NUM,21,28,28,"Lakk gaa nga jóge Esbon, sawaraa bawoo dëkkub Siwon ba, xoyomi Ar ga ca Mowab, gor ñooña tiim dexu Arnon. "
NU21_29,005_021_029,NUM,21,29,29,"Mowabee ngalla yaw! Sànku ngeenee, yeen askanu Kemos, mi wacc doomam yu góor, ñu daw, doomam yu jigéen doon jaami Siwon buurub Amor. "
NU21_30,005_021_030,NUM,21,30,30,"Noo leen fitt, Esbon ba Dibon rajaxoo, nu rajaxeeti ba Nofa, ba àkki Medeba. "
NU21_31,005_021_031,NUM,21,31,31,Israyil nag dëkke réewum Amoreen ña. 
NU21_32,005_021_032,NUM,21,32,32,"Ba loolu amee Muusaa yebal ay ndaw, ñu yëri dëkk ba ñuy wax Yaser. Gannaaw gi bànni Israyil nangu dëkk-dëkkaan ya, daldi fay dàqe Amoreen ña. "
NU21_33,005_021_033,NUM,21,33,33,"Ba mu ko defee ñu walbatiku, awe yoonu Basan, Og buuru Basan ànd ak gàngooram gépp, dajejeek ñoom, song leen xare ca Eddrey. "
NU21_34,005_021_034,NUM,21,34,34,"Aji Sax ji ne Muusaa: Bu ko ragal, ndax ci say loxo laa ko teg, mook gàngooram gépp akum réewam, nga def ko na nga defoon Siwon buurub Amoreen ba woon fa Esbon. "
NU21_35,005_021_035,NUM,21,35,35,"Ci kaw loolu ñu jam Og, mooki doomam ak gàngooram gépp, ba desewul kuy dund, ñu daldi nangu réewam. "
NU22_1,005_022_001,NUM,22,1,1,"Bànni Israyil demati ba dali ca joori Mowab ca wàllaa dexu Yurdan, janook Yeriko. "
NU22_2,005_022_002,NUM,22,2,2,Fekk na Balag doomu Sippor gis mboolem la bànni Israyil def Amoreen ña. 
NU22_3,005_022_003,NUM,22,3,3,"Mowab nag am tiitaange ju réy ca gàngooru bànni Israyil, ndax bare. Mowab jàq na ba mu gisee bànni Israyil. "
NU22_4,005_022_004,NUM,22,4,4,"Ci kaw loolu Mowab giseek magi Majan, ne leen: Ndiiraan wii kat, ni nag di forem parlu ba mu set, ni lañu nara ñédde li nu wër lépp, ba mu set. Jant yooyu Balag doomu Sippor moo doon buuru Mowab. "
NU22_5,005_022_005,NUM,22,5,5,"Mu yebal ay ndaw ca Balaam doomu Bewor ngir wooyi ko, ca Petor ga Balaam cosaanoo, ca tàkkal dex ga ngir ne ko: Balaam! Gàngoor a ngii jóge Misra. Ñu ngii lal suuf si ba mu daj, te ñoo sanc, janook man màkk. "
NU22_6,005_022_006,NUM,22,6,6,"Kon nag dikkal gaaw ñaanal ma yàlla gàngoor gii, ngir ñoo ma ëpp doole. Jombul ma duma leen, ba dàq leen réew mi, ndax xam naa ne koo ñaanal, mu barkeel, te koo ñaan-yàlla, mu alku. "
NU22_7,005_022_007,NUM,22,7,7,"Ci kaw loolu magi Mowab ànd ak magi Majan, dem, yóbbaale ay weexal. Ba ñu agsee ca Balaam, daldi koy àgge kàdduy Balag. "
NU22_8,005_022_008,NUM,22,8,8,"Mu ne leen: Fanaanleen fii guddig tey. Tont lu ma ci Aji Sax ji sant rekk, dinaa leen ko àgge. Kàngami Mowab dal ak Balaam. "
NU22_9,005_022_009,NUM,22,9,9,"Yàlla nag dikkal Balaam, ne ko: Nit ñii fi yaw, ñu mu doon? "
NU22_10,005_022_010,NUM,22,10,10,"Balaam ne Yàlla: Buuru Mowab Balag doomu Sippor moo yónnee ci man, ne ma: "
NU22_11,005_022_011,NUM,22,11,11,"Balaam, gàngoor a ngii jóge Misra, lal suuf si ba mu daj. Dikkal gaaw móolul ma leen. Jombul ma mana xareek ñoom, ba dàq leen. "
NU22_12,005_022_012,NUM,22,12,12,"Yàlla ne Balaam: Bul ànd ak ñoom, te bul ñaan-yàlla mbooloo ma, ndax ñooñu ñu barkeel lañu. "
NU22_13,005_022_013,NUM,22,13,13,"Ba Balaam jógee ca suba sa, da ne kàngami Balag ya: Delluleen seenum réew, ndax Aji Sax ji bañ na; mayu ma ma ànd ak yeen. "
NU22_14,005_022_014,NUM,22,14,14,"Kàngami Mowab daldi dellu ca Balag, ne ko: Balaam de bañ naa ànd ak nun. "
NU22_15,005_022_015,NUM,22,15,15,"Balag dellu yebal kàngam yu gëna bare, te gëna kawe. "
NU22_16,005_022_016,NUM,22,16,16,"Ñooña dem ba ca Balaam, ne ko: Balag doomu Sippor dafa wax ne: Ngalla, bu la dara teree dikk, wuysi ma. "
NU22_17,005_022_017,NUM,22,17,17,"Maa lay teral teraanga ju réya réy. Loo ma wax, ma def. Dikkal rekk, móolul ma gàngoor gii. "
NU22_18,005_022_018,NUM,22,18,18,"Balaam tontu surgay Balag, ne leen: Bu ma Balag doon jox këram ba mu fees ak xaalis ak wurus sax, duma mana def lenn lu tuut mbaa lu réy, lu tebbi sama ndigalu Yàlla Aji Sax ji. "
NU22_19,005_022_019,NUM,22,19,19,"Waaye yeen it dal-leen fii guddig tey, ba ma xam lu ma Aji Sax jiy waxaat. "
NU22_20,005_022_020,NUM,22,20,20,"Ci kaw loolu Yàlla dikkal Balaam ca guddi ga, ne ko: Gannaaw woosi la mooy tànki ñii, àndal ak ñoom. Waaye nag lu ma la wax rekk, def ko. "
NU22_21,005_022_021,NUM,22,21,21,"Ca ëllëg sa Balaam takk mbaamam, ànd ak kàngami Mowab, dem. "
NU22_22,005_022_022,NUM,22,22,22,"Ba loolu amee sànjum Yàlla tàkk ndax yoon wa mu sumb. Malaakam Aji Sax ji nag taxaw ca yoon wa, nara jànkoonte ak moom, moom mu war mbaamam, ànd ak ñaari surgaam. "
NU22_23,005_022_023,NUM,22,23,23,"Ci kaw loolu mbaam ma gis malaakam Aji Sax ji taxaw ca digg yoon wa, xàccib saamaram. Mbaam ma ne walbit, wàcc yoon wa, topp àll ba. Balaam dóor mbaam ma, waññi ko ba ca yoon wa. "
NU22_24,005_022_024,NUM,22,24,24,"Ba mu ko defee malaakam Aji Sax ji taxawi fu yoon wa def ñall wu sew wu jaare digg tóokëri reseñ, ñaari miir séq ko. "
NU22_25,005_022_025,NUM,22,25,25,"Mbaam ma gis malaakam Aji Sax ji, daldi tafu ca miir ba, ba tancaale ca tànkub Balaam. Balaam dellu ko dóor. "
NU22_26,005_022_026,NUM,22,26,26,"Malaakam Aji Sax ja dellu jiitu, ba taxawi fu xat, ba maneesula weesalook moom, du ndijoor, du càmmoñ. "
NU22_27,005_022_027,NUM,22,27,27,"Mbaam ma gis malaakam Aji Sax ja, daldi ne wàpp goor ca suufu Balaam, xol ba fuddu, mu dóorati mbaam ma yet wa. "
NU22_28,005_022_028,NUM,22,28,28,"Ba loolu amee Aji Sax ji tijji gémmiñu mbaam mi, mu ne Balaam: Ana lu ma la def, ba ñetti yoon a ngii nga di ma dóor? "
NU22_29,005_022_029,NUM,22,29,29,"Balaam ne mbaam mi: Yaa may foontoo, su ma yoroon saamar, léegi laa lay rey! "
NU22_30,005_022_030,NUM,22,30,30,"Mu ne ko: Xanaa du maay sa mbaam mi ngay war bu yàgg ba nga ma moomee, ba tey jii? Dama laa masa def nii? Mu ne ko: Déedéet. "
NU22_31,005_022_031,NUM,22,31,31,"Aji Sax ji nag ubbi bëti Balaam, mu gis malaakam Aji Sax ja, mu taxaw ca yoon wa, xàccib saamaram. Mu ne gurub sukk, dëpp jëëm fa suuf. "
NU22_32,005_022_032,NUM,22,32,32,"Malaakam Aji Sax ji ne ko: Lu tax ngay dóor sa mbaam mi ñetti yoon nii? Man mii maa dikk, jànkoonteek yaw, ndax yoonu sànkute laa gis. "
NU22_33,005_022_033,NUM,22,33,33,"Mbaam mi moo ma gis, teggi ma ba muy ñetti yoon nii. Bu ma teggiwuloon déy, yaw laay rey; moom, ma ba ko, mu dund. "
NU22_34,005_022_034,NUM,22,34,34,"Balaam ne malaakam Aji Sax ji: Maa tooñ, ndax xawma woon ne yaa taxaw, dogale ma ci yoon wi. Léegi nag su la yoon wi neexul, ma daldi dëpp. "
NU22_35,005_022_035,NUM,22,35,35,"Malaakam Aji Sax ji ne Balaam: Àndal ak nit ñi, waaye daal lu ma la waxloo rekk, wax ko. Balaam nag ànd ak kàngami Balag, dem. "
NU22_36,005_022_036,NUM,22,36,36,"Ba loolu amee Balag dégg ne Balaam a ngay ñëw, mu gatanduji ko ca dëkku Mowab, ba digalook dexu Arnon, ca catu réew ma. "
NU22_37,005_022_037,NUM,22,37,37,"Balag ne Balaam: Xanaa yeblewuma woon, ba yebleeti, di la woolu? Lu la tee woona ñëw? Am dama laa manula teral? "
NU22_38,005_022_038,NUM,22,38,38,"Balaam ne Balag: Maa ngii, wuysi la, waaye mbaa sañ naa waxal sama bopp lenn? Kàddu gu ma Yàlla waxloo de, moom laay wax. "
NU22_39,005_022_039,NUM,22,39,39,Ci kaw loolu Balaam ànd ak Balag ba Kiryaat Xusot. 
NU22_40,005_022_040,NUM,22,40,40,"Balag daldi sarxe ay nag aki xar, sédd ca Balaam ak kàngam ya ko dar. "
NU22_41,005_022_041,NUM,22,41,41,"Ca suba sa Balag ànd ak Balaam, yéege ko ba ca kaw jaamookaay ba ñu dippee Baal, tuur ma, mu tollu fa di séen lenni catu mbooloo ma. "
NU23_1,005_023_001,NUM,23,1,1,"Ba loolu amee Balaam ne Balag: Tabaxal ma fii juróom ñaari sarxalukaay, te waajalal ma fi juróom ñaari yëkk yu ndaw, ak juróom ñaari kuuy. "
NU23_2,005_023_002,NUM,23,2,2,"Balag def na ko Balaam wax, Balag ak Balaam ku ci nekk sarxal wenn yëkk ak menn kuuy ci sarxalukaay bu nekk. "
NU23_3,005_023_003,NUM,23,3,3,"Balaam ne Balag: Taxawal fii ci sa saraxu rendi-dóomal, ma dem ba nee. Jombul Aji Sax ji dikk, dajeek man. Mbir mu mu ma won, dinaa la ko àgge. Mu daldi dem ba ca kaw tund wu ndaw wu dara saxul. "
NU23_4,005_023_004,NUM,23,4,4,"Ba loolu amee Yàlla dikk, dajeek Balaam, Balaam ne ko: Ñaari sarxalukaay yi, yékkati naa leen te sarxalukaay bu ci nekk, sarxal naa ci wenn yëkk ak menn kuuy. "
NU23_5,005_023_005,NUM,23,5,5,"Aji Sax ji nag yeb kàddu ci gémmiñu Balaam, daldi ne ko: Dellul ca Balag, te nga waxe noonu. "
NU23_6,005_023_006,NUM,23,6,6,"Balaam dellu ca moom, fekkul lu moy mu taxaw ca saraxu dóomalam, moom ak kàngami Mowab yépp. "
